company,name,mpg,cylinders,displacement,horsepower,weight,acceleration,sale_date,price,origin
Chevrolet,chevrolet malibu classic (sw),19.2,8,267.0,125.0,3605,15.0,1979-01-01,47660,usa
Chrysler,chrysler lebaron town @ country (sw),18.5,8,360.0,150.0,3940,13.0,1979-01-01,49811,usa
Vw,vw rabbit custom,31.9,4,89.0,71.0,1925,14.0,1979-01-01,29856,europe
Maxda,maxda glc deluxe,34.1,4,86.0,65.0,1975,15.2,1979-01-01,31833,japan
Dodge,dodge colt hatchback custom,35.7,4,98.0,80.0,1915,14.4,1979-01-01,29963,usa
Amc,amc spirit dl,27.4,4,121.0,80.0,2670,15.0,1979-01-01,46932,usa
Dodge,dodge st. regis,18.2,8,318.0,135.0,3830,15.2,1979-01-01,44663,USA
Mercedes,mercedes benz 300d,25.4,5,183.0,77.0,3530,20.1,1979-01-01,37169,europe
Cadillac,cadillac eldorado,23.0,8,350.0,125.0,3900,17.4,1979-01-01,17941,usa
Peugeot,peugeot 504,27.2,4,141.0,71.0,3190,24.8,1979-01-01,24388,europe
Oldsmobile,oldsmobile cutlass salon brougham,23.9,8,260.0,90.0,3420,22.2,1979-01-01,15569,usa
Plymouth,plymouth horizon,34.2,4,105.0,70.0,2200,13.2,1979-01-01,14300,usa
Pontiac,pontiac phoenix,33.5,4,151.0,90.0,2556,13.2,1979-01-01,25183,usa
Oldsmobile,oldsmobile omega brougham,26.8,6,173.0,115.0,2700,12.9,1979-01-01,34214,usa
Chevrolet,chevrolet citation,28.8,6,173.0,115.0,2595,11.3,1979-01-01,27144,usa
Buick,buick skylark limited,28.4,4,151.0,90.0,2670,16.0,1979-01-01,16254,usa
Fiat,fiat strada custom,37.3,4,91.0,69.0,2130,14.7,1979-01-01,22015,europe
Ford,ford ltd landau,17.6,8,302.0,129.0,3725,13.4,1979-01-01,27715,usa
Datsun,datsun 210,31.8,4,85.0,65.0,2020,19.2,1979-01-01,46586,japan
Chevrolet,chevrolet caprice classic,17.0,8,305.0,130.0,3840,15.4,1979-01-01,20209,usa
Amc,amc concord dl 6,20.2,6,232.0,90.0,3265,18.2,1979-01-01,35934,usa
Ford,ford country squire (sw),15.5,8,351.0,142.0,4054,14.3,1979-01-01,17455,USA
Chevrolet,chevrolet malibu classic (sw),19.2,8,267.0,125.0,3605,15.0,1979-01-01,14014,USA
Chrysler,chrysler lebaron town @ country (sw),18.5,8,360.0,150.0,3940,13.0,1979-01-01,21093,USA
Vw,vw rabbit custom,31.9,4,89.0,71.0,1925,14.0,1979-01-01,28070,Europe
Maxda,maxda glc deluxe,34.1,4,86.0,65.0,1975,15.2,1979-01-01,45777,Japan
Dodge,dodge colt hatchback custom,35.7,4,98.0,80.0,1915,14.4,1979-01-01,26538,USA
Amc,amc spirit dl,27.4,4,121.0,80.0,2670,15.0,1979-01-01,20729,USA
Mercedes,mercedes benz 300d,25.4,5,183.0,77.0,3530,20.1,1979-01-01,44177,Europe
Cadillac,cadillac eldorado,23.0,8,350.0,125.0,3900,17.4,1979-01-01,10784,USA
Peugeot,peugeot 504,27.2,4,141.0,71.0,3190,24.8,1979-01-01,37751,Europe
Oldsmobile,oldsmobile cutlass salon brougham,23.9,8,260.0,90.0,3420,22.2,1979-01-01,22533,USA
Plymouth,plymouth horizon,34.2,4,105.0,70.0,2200,13.2,1979-01-01,49974,USA
Plymouth,plymouth horizon tc3,34.5,4,105.0,70.0,2150,14.9,1979-01-01,15801,USA
Datsun,datsun 210,31.8,4,85.0,65.0,2020,19.2,1979-01-01,29190,Japan
Fiat,fiat strada custom,37.3,4,91.0,69.0,2130,14.7,1979-01-01,48754,Europe
Buick,buick skylark limited,28.4,4,151.0,90.0,2670,16.0,1979-01-01,39592,USA
Oldsmobile,oldsmobile omega brougham,26.8,6,173.0,115.0,2700,12.9,1979-01-01,18716,USA
Pontiac,pontiac phoenix,33.5,4,151.0,90.0,2556,13.2,1979-01-01,33355,USA
Pontiac,pontiac lemans v6,21.5,6,231.0,115.0,3245,15.4,1979-01-01,16949,usa
Mercury,mercury zephyr 6,19.8,6,200.0,85.0,2990,18.2,1979-01-01,18017,usa
Ford,ford fairmont 4,22.3,4,140.0,88.0,2890,17.3,1979-01-01,16941,usa
Dodge,dodge aspen 6,20.6,6,225.0,110.0,3360,16.6,1979-01-01,33386,usa
Plymouth,plymouth horizon tc3,34.5,4,105.0,70.0,2150,14.9,1979-01-01,49037,usa
Ford,ford fairmont,26.4,4,140.0,88.0,2870,18.1,1980-01-01,28271,usa
Toyota,toyota corolla tercel,38.1,4,89.0,60.0,1968,18.8,1980-01-01,16090,japan
Vokswagen,vokswagen rabbit,29.8,4,89.0,62.0,1845,15.3,1980-01-01,37693,europe
Subaru,subaru dl,33.8,4,97.0,67.0,2145,18.0,1980-01-01,28777,japan
Renault,renault lecar deluxe,40.9,4,85.0,,1835,17.3,1980-01-01,26907,europe
Honda,honda civic 1500 gl,44.6,4,91.0,67.0,1850,13.8,1980-01-01,49144,japan
Mercedes-Benz,mercedes-benz 240d,30.0,4,146.0,67.0,3250,21.8,1980-01-01,49749,europe
Audi,audi 5000s (diesel),36.4,5,121.0,67.0,2950,19.9,1980-01-01,23716,europe
Vw,vw dasher (diesel),43.4,4,90.0,48.0,2335,23.7,1980-01-01,33061,europe
Vw,vw rabbit c (diesel),44.3,4,90.0,48.0,2085,21.7,1980-01-01,46668,europe
Dodge,dodge colt,27.9,4,156.0,105.0,2800,14.4,1980-01-01,31969,usa
Vw,vw rabbit,41.5,4,98.0,76.0,2144,14.7,1980-01-01,16238,europe
Mazda,mazda glc,46.6,4,86.0,65.0,2110,17.9,1980-01-01,31508,japan
Datsun,datsun 510 hatchback,37.0,4,119.0,92.0,2434,15.0,1980-01-01,21314,japan
Mazda,mazda 626,31.3,4,120.0,75.0,2542,17.5,1980-01-01,38732,japan
Toyota,toyota corona liftback,29.8,4,134.0,90.0,2711,15.5,1980-01-01,20161,japan
Audi,audi 4000,34.3,4,97.0,78.0,2188,15.8,1980-01-01,14188,europe
Dodge,dodge aspen,19.1,6,225.0,90.0,3381,18.7,1980-01-01,43434,usa
Amc,amc concord,24.3,4,151.0,90.0,3003,20.1,1980-01-01,46034,usa
Chevrolet,chevrolet citation,28.0,4,151.0,90.0,2678,16.5,1980-01-01,34071,usa
Datsun,datsun 310,37.2,4,86.0,65.0,2019,16.4,1980-01-01,32415,japan
Chevrolet,chevrolet chevette,32.1,4,98.0,70.0,2120,15.5,1980-01-01,21637,usa
Toyota,toyota corolla,32.2,4,108.0,75.0,2265,15.2,1980-01-01,33954,japan
Datsun,datsun 210,40.8,4,85.0,65.0,2110,19.2,1980-01-01,47545,japan
Mazda,mazda rx-7 gs,23.7,3,70.0,100.0,2420,12.5,1980-01-01,26282,japan
Ford,ford mustang cobra,23.6,4,140.0,,2905,14.3,1980-01-01,33321,usa
Chevrolet,chevrolet chevette,32.1,4,98.0,70.0,2120,15.5,1980-01-01,14780,USA
Datsun,datsun 280-zx,32.7,6,168.0,132.0,2910,11.4,1980-01-01,36329,japan
Datsun,datsun 310,37.2,4,86.0,65.0,2019,16.4,1980-01-01,12368,Japan
Chevrolet,chevrolet citation,28.0,4,151.0,90.0,2678,16.5,1980-01-01,22039,USA
Ford,ford fairmont,26.4,4,140.0,88.0,2870,18.1,1980-01-01,16655,USA
Amc,amc concord,24.3,4,151.0,90.0,3003,20.1,1980-01-01,14495,USA
Dodge,dodge aspen,19.1,6,225.0,90.0,3381,18.7,1980-01-01,20893,USA
Audi,audi 4000,34.3,4,97.0,78.0,2188,15.8,1980-01-01,35547,Europe
Toyota,toyota corona liftback,29.8,4,134.0,90.0,2711,15.5,1980-01-01,32386,Japan
Mazda,mazda 626,31.3,4,120.0,75.0,2542,17.5,1980-01-01,23403,Japan
Datsun,datsun 510 hatchback,37.0,4,119.0,92.0,2434,15.0,1980-01-01,42097,Japan
Toyota,toyota corolla,32.2,4,108.0,75.0,2265,15.2,1980-01-01,23121,Japan
Triumph,triumph tr7 coupe,35.0,4,122.0,88.0,2500,15.1,1980-01-01,33624,europe
Mazda,mazda glc,46.6,4,86.0,65.0,2110,17.9,1980-01-01,20966,Japan
Dodge,dodge colt,27.9,4,156.0,105.0,2800,14.4,1980-01-01,43621,USA
Datsun,datsun 210,40.8,4,85.0,65.0,2110,19.2,1980-01-01,38312,Japan
Vw,vw rabbit c (diesel),44.3,4,90.0,48.0,2085,21.7,1980-01-01,32677,Europe
Vw,vw dasher (diesel),43.4,4,90.0,48.0,2335,23.7,1980-01-01,41289,Europe
Audi,audi 5000s (diesel),36.4,5,121.0,67.0,2950,19.9,1980-01-01,41024,Europe
Mercedes-Benz,mercedes-benz 240d,30.0,4,146.0,67.0,3250,21.8,1980-01-01,14777,Europe
Honda,honda civic 1500 gl,44.6,4,91.0,67.0,1850,13.8,1980-01-01,39749,Japan
Renault,renault lecar deluxe,40.9,4,85.0,,1835,17.3,1980-01-01,25338,Europe
Subaru,subaru dl,33.8,4,97.0,67.0,2145,18.0,1980-01-01,12491,Japan
Vokswagen,vokswagen rabbit,29.8,4,89.0,62.0,1845,15.3,1980-01-01,37236,Europe
Datsun,datsun 280-zx,32.7,6,168.0,132.0,2910,11.4,1980-01-01,24599,Japan
Mazda,mazda rx-7 gs,23.7,3,70.0,100.0,2420,12.5,1980-01-01,29508,Japan
Triumph,triumph tr7 coupe,35.0,4,122.0,88.0,2500,15.1,1980-01-01,13051,Europe
Toyota,toyota corolla tercel,38.1,4,89.0,60.0,1968,18.8,1980-01-01,34376,Japan
Vw,vw rabbit,41.5,4,98.0,76.0,2144,14.7,1980-01-01,32009,Europe
Ford,ford mustang cobra,23.6,4,140.0,,2905,14.3,1980-01-01,31606,USA
Honda,honda accord,32.4,4,107.0,72.0,2290,17.0,1980-01-01,20488,japan
Honda,honda Accelerationord,32.4,4,107.0,72.0,2290,17.0,1980-01-01,31699,Japan
Ford,ford granada gl,20.2,6,200.0,88.0,3060,17.1,1981-01-01,33333,usa
Plymouth,plymouth reliant,27.2,4,135.0,84.0,2490,15.7,1981-01-01,32574,usa
Buick,buick skylark,26.6,4,151.0,84.0,2635,16.4,1981-01-01,15240,usa
Dodge,dodge aries wagon (sw),25.8,4,156.0,92.0,2620,14.4,1981-01-01,20478,usa
Chevrolet,chevrolet citation,23.5,6,173.0,110.0,2725,12.6,1981-01-01,29262,usa
Plymouth,plymouth reliant,30.0,4,135.0,84.0,2385,12.9,1981-01-01,14432,usa
Toyota,toyota starlet,39.1,4,79.0,58.0,1755,16.9,1981-01-01,39721,japan
Plymouth,plymouth champ,39.0,4,86.0,64.0,1875,16.4,1981-01-01,23568,usa
Honda,honda civic 1300,35.1,4,81.0,60.0,1760,16.1,1981-01-01,24178,japan
Subaru,subaru,32.3,4,97.0,67.0,2065,17.8,1981-01-01,32195,japan
Datsun,datsun 210 mpg,37.0,4,85.0,65.0,1975,19.4,1981-01-01,10302,japan
Toyota,toyota tercel,37.7,4,89.0,62.0,2050,17.3,1981-01-01,27022,japan
Mazda,mazda glc 4,34.1,4,91.0,68.0,1985,16.0,1981-01-01,10055,japan
Plymouth,plymouth horizon 4,34.7,4,105.0,63.0,2215,14.9,1981-01-01,18717,usa
Ford,ford escort 2h,29.9,4,98.0,65.0,2380,20.7,1981-01-01,18150,usa
Volkswagen,volkswagen jetta,33.0,4,105.0,74.0,2190,14.2,1981-01-01,12125,europe
Renault,renault 18i,34.5,4,100.0,,2320,15.8,1981-01-01,26748,europe
Honda,honda prelude,33.7,4,107.0,75.0,2210,14.4,1981-01-01,49577,japan
Toyota,toyota corolla,32.4,4,108.0,75.0,2350,16.8,1981-01-01,14621,japan
Datsun,datsun 200sx,32.9,4,119.0,100.0,2615,14.8,1981-01-01,25034,japan
Mazda,mazda 626,31.6,4,120.0,74.0,2635,18.3,1981-01-01,15126,japan
Peugeot,peugeot 505s turbo diesel,28.1,4,141.0,80.0,3230,20.4,1981-01-01,15122,europe
Volvo,volvo diesel,30.7,6,145.0,76.0,3160,19.6,1981-01-01,28030,europe
Toyota,toyota cressida,25.4,6,168.0,116.0,2900,12.6,1981-01-01,27302,japan
Datsun,datsun 810 maxima,24.2,6,146.0,120.0,2930,13.8,1981-01-01,29181,japan
Buick,buick century,22.4,6,231.0,110.0,3415,15.8,1981-01-01,48638,usa
Oldsmobile,oldsmobile cutlass ls,26.6,8,350.0,105.0,3725,19.0,1981-01-01,11531,usa
Ford,ford escort 4w,34.4,4,98.0,65.0,2045,16.2,1981-01-01,38699,usa
Chrysler,chrysler lebaron salon,17.6,6,225.0,85.0,3465,16.6,1981-01-01,49650,usa
Honda,honda accord,36.0,4,107.0,75.0,2205,14.5,1982-01-01,18258,japan
Vw,vw pickup,44.0,4,97.0,52.0,2130,24.6,1982-01-01,45240,europe
Chevrolet,chevrolet cavalier,28.0,4,112.0,88.0,2605,19.6,1982-01-01,44674,usa
Chevrolet,chevrolet cavalier wagon,27.0,4,112.0,88.0,2640,18.6,1982-01-01,45854,usa
Chevrolet,chevrolet cavalier 2-door,34.0,4,112.0,88.0,2395,18.0,1982-01-01,18152,usa
Dodge,dodge aries se,29.0,4,135.0,84.0,2525,16.0,1982-01-01,20267,usa
Pontiac,pontiac phoenix,27.0,4,151.0,90.0,2735,18.0,1982-01-01,35289,usa
Ford,ford fairmont futura,24.0,4,140.0,92.0,2865,16.4,1982-01-01,11062,usa
Amc,amc concord dl,23.0,4,151.0,,3035,20.5,1982-01-01,39926,usa
Volkswagen,volkswagen rabbit l,36.0,4,105.0,74.0,1980,15.3,1982-01-01,16229,europe
Mazda,mazda glc custom l,37.0,4,91.0,68.0,2025,18.2,1982-01-01,14632,japan
Mazda,mazda glc custom,31.0,4,91.0,68.0,1970,17.6,1982-01-01,49056,japan
Plymouth,plymouth horizon miser,38.0,4,105.0,63.0,2125,14.7,1982-01-01,13596,usa
Mercury,mercury lynx l,36.0,4,98.0,70.0,2125,17.3,1982-01-01,16168,usa
Nissan,nissan stanza xe,36.0,4,120.0,88.0,2160,14.5,1982-01-01,17561,japan
Toyota,toyota corolla,34.0,4,108.0,70.0,2245,16.9,1982-01-01,26616,japan
Honda,honda civic,38.0,4,91.0,67.0,1965,15.0,1982-01-01,36734,japan
Honda,honda civic (auto),32.0,4,91.0,67.0,1965,15.7,1982-01-01,16371,japan
Datsun,datsun 310 gx,38.0,4,91.0,67.0,1995,16.2,1982-01-01,36069,japan
Buick,buick century limited,25.0,6,181.0,110.0,2945,16.4,1982-01-01,24369,usa
Oldsmobile,oldsmobile cutlass ciera (diesel),38.0,6,262.0,85.0,3015,17.0,1982-01-01,22910,usa
Chrysler,chrysler lebaron medallion,26.0,4,156.0,92.0,2585,14.5,1982-01-01,17943,usa
Ford,ford granada l,22.0,6,232.0,112.0,2835,14.7,1982-01-01,22199,usa
Toyota,toyota celica gt,32.0,4,144.0,96.0,2665,13.9,1982-01-01,25728,japan
Dodge,dodge charger 2.2,36.0,4,135.0,84.0,2370,13.0,1982-01-01,33275,usa
Chevrolet,chevrolet camaro,27.0,4,151.0,90.0,2950,17.3,1982-01-01,16738,usa
Ford,ford mustang gl,27.0,4,140.0,86.0,2790,15.6,1982-01-01,25913,usa
Dodge,dodge rampage,32.0,4,135.0,84.0,2295,11.6,1982-01-01,29123,usa
Pontiac,pontiac j2000 se hatchback,31.0,4,112.0,85.0,2575,16.2,1982-01-01,48518,usa
Ford,ford mustang gl,27.0,4,140.0,86.0,2790,15.6,1982-01-01,47220,USA
Ford,ford ranger,28.0,4,120.0,79.0,2625,18.6,1982-01-01,33049,USA
Buick,buick century,22.4,6,231.0,110.0,3415,15.8,1982-01-01,44699,USA
Datsun,datsun 810 maxima,24.2,6,146.0,120.0,2930,13.8,1982-01-01,33944,Japan
Toyota,toyota cressida,25.4,6,168.0,116.0,2900,12.6,1982-01-01,11150,Japan
Volvo,volvo diesel,30.7,6,145.0,76.0,3160,19.6,1982-01-01,15949,Europe
Saab,saab 900s,,4,121.0,110.0,2800,15.4,1982-01-01,18308,Europe
Peugeot,peugeot 505s turbo diesel,28.1,4,141.0,80.0,3230,20.4,1982-01-01,42217,Europe
Mazda,mazda 626,31.6,4,120.0,74.0,2635,18.3,1982-01-01,35316,Japan
Datsun,datsun 200sx,32.9,4,119.0,100.0,2615,14.8,1982-01-01,35945,Japan
Toyota,toyota corolla,32.4,4,108.0,75.0,2350,16.8,1982-01-01,47945,Japan
Honda,honda prelude,33.7,4,107.0,75.0,2210,14.4,1982-01-01,38251,Japan
Renault,renault 18i,34.5,4,100.0,,2320,15.8,1982-01-01,24098,Europe
Volkswagen,volkswagen jetta,33.0,4,105.0,74.0,2190,14.2,1982-01-01,27214,Europe
Ford,ford escort 2h,29.9,4,98.0,65.0,2380,20.7,1982-01-01,18311,USA
Ford,ford escort 4w,34.4,4,98.0,65.0,2045,16.2,1982-01-01,31136,USA
Plymouth,plymouth horizon 4,34.7,4,105.0,63.0,2215,14.9,1982-01-01,36258,USA
Mazda,mazda glc 4,34.1,4,91.0,68.0,1985,16.0,1982-01-01,28077,Japan
Toyota,toyota tercel,37.7,4,89.0,62.0,2050,17.3,1982-01-01,27019,Japan
Datsun,datsun 210,37.0,4,85.0,65.0,1975,19.4,1982-01-01,47233,Japan
Subaru,subaru,32.3,4,97.0,67.0,2065,17.8,1982-01-01,38940,Japan
Honda,honda civic 1300,35.1,4,81.0,60.0,1760,16.1,1982-01-01,49567,Japan
Plymouth,plymouth champ,39.0,4,86.0,64.0,1875,16.4,1982-01-01,17987,USA
Toyota,toyota starlet,39.1,4,79.0,58.0,1755,16.9,1982-01-01,17079,Japan
Plymouth,plymouth reliant,30.0,4,135.0,84.0,2385,12.9,1982-01-01,49734,USA
Chevrolet,chevrolet citation,23.5,6,173.0,110.0,2725,12.6,1982-01-01,25202,USA
Dodge,dodge aries wagon (sw),25.8,4,156.0,92.0,2620,14.4,1982-01-01,14142,USA
Buick,buick skylark,26.6,4,151.0,84.0,2635,16.4,1982-01-01,42093,USA
Plymouth,plymouth reliant,27.2,4,135.0,84.0,2490,15.7,1982-01-01,10876,USA
Oldsmobile,oldsmobile cutlass ls,26.6,8,350.0,105.0,3725,19.0,1982-01-01,19204,USA
Ford,ford granada gl,20.2,6,200.0,88.0,3060,17.1,1982-01-01,11081,USA
Chrysler,chrysler lebaron salon,17.6,6,225.0,85.0,3465,16.6,1982-01-01,39305,USA
Chevrolet,chevrolet cavalier,28.0,4,112.0,88.0,2605,19.6,1982-01-01,26896,USA
Dodge,dodge rampage,32.0,4,135.0,84.0,2295,11.6,1982-01-01,48649,USA
Vw,vw pickup,44.0,4,97.0,52.0,2130,24.6,1982-01-01,36646,Europe
Ford,ford ranger,28.0,4,120.0,79.0,2625,18.6,1982-01-01,44529,usa
Chevrolet,chevrolet camaro,27.0,4,151.0,90.0,2950,17.3,1982-01-01,36211,USA
Dodge,dodge charger 2.2,36.0,4,135.0,84.0,2370,13.0,1982-01-01,39222,USA
Toyota,toyota celica gt,32.0,4,144.0,96.0,2665,13.9,1982-01-01,45247,Japan
Ford,ford granada l,22.0,6,232.0,112.0,2835,14.7,1982-01-01,39899,USA
Chrysler,chrysler lebaron medallion,26.0,4,156.0,92.0,2585,14.5,1982-01-01,39124,USA
Oldsmobile,oldsmobile cutlass ciera (diesel),38.0,6,262.0,85.0,3015,17.0,1982-01-01,23245,USA
Buick,buick century limited,25.0,6,181.0,110.0,2945,16.4,1982-01-01,40445,USA
Datsun,datsun 310 gx,38.0,4,91.0,67.0,1995,16.2,1982-01-01,23296,Japan
Honda,honda civic (auto),32.0,4,91.0,67.0,1965,15.7,1982-01-01,19435,Japan
Honda,honda civic,38.0,4,91.0,67.0,1965,15.0,1982-01-01,37932,Japan
Chevy,chevy s-10,31.0,4,119.0,82.0,2720,19.4,1982-01-01,24069,USA
Toyota,toyota corolla,34.0,4,108.0,70.0,2245,16.9,1982-01-01,29128,Japan
Nissan,nissan stanza xe,36.0,4,120.0,88.0,2160,14.5,1982-01-01,23284,Japan
Mercury,mercury lynx l,36.0,4,98.0,70.0,2125,17.3,1982-01-01,13506,USA
Plymouth,plymouth horizon miser,38.0,4,105.0,63.0,2125,14.7,1982-01-01,11679,USA
Mazda,mazda glc custom,31.0,4,91.0,68.0,1970,17.6,1982-01-01,29531,Japan
Mazda,mazda glc custom l,37.0,4,91.0,68.0,2025,18.2,1982-01-01,18130,Japan
Volkswagen,volkswagen rabbit l,36.0,4,105.0,74.0,1980,15.3,1982-01-01,26964,Europe
Amc,amc concord dl,23.0,4,151.0,,3035,20.5,1982-01-01,19662,USA
Ford,ford fairmont futura,24.0,4,140.0,92.0,2865,16.4,1982-01-01,39375,USA
Pontiac,pontiac phoenix,27.0,4,151.0,90.0,2735,18.0,1982-01-01,23500,USA
Dodge,dodge aries se,29.0,4,135.0,84.0,2525,16.0,1982-01-01,13343,USA
Pontiac,pontiac j2000 se hatchback,31.0,4,112.0,85.0,2575,16.2,1982-01-01,30056,USA
Chevrolet,chevrolet cavalier 2-door,34.0,4,112.0,88.0,2395,18.0,1982-01-01,15237,USA
Chevrolet,chevrolet cavalier wagon,27.0,4,112.0,88.0,2640,18.6,1982-01-01,17805,USA
Honda,honda Accelerationord,36.0,4,107.0,75.0,2205,14.5,1982-01-01,17253,Japan
Chevy,chevy s-10,31.0,4,119.0,82.0,2720,19.4,1982-01-01,20167,usa
